"","date","time","growth_rate","outbreak","id","country","state","new_confirmed"
"1",2021-11-19,1,0.0105667583731586,"Omicron","067b58d8","South Africa","Mpumalanga",28
"2",2021-11-20,2,0.0353877553458603,"Omicron","067b58d8","South Africa","Mpumalanga",34
"3",2021-11-21,3,0.0347349224434345,"Omicron","067b58d8","South Africa","Mpumalanga",18
"4",2021-11-22,4,0.0299219421106618,"Omicron","067b58d8","South Africa","Mpumalanga",10
"5",2021-11-23,5,0.0299219421106618,"Omicron","067b58d8","South Africa","Mpumalanga",NA
"6",2021-11-24,6,0.0422577268198636,"Omicron","067b58d8","South Africa","Mpumalanga",26
"7",2021-11-25,7,0.0742479875729689,"Omicron","067b58d8","South Africa","Mpumalanga",55
"8",2021-11-26,8,0.117899054735187,"Omicron","067b58d8","South Africa","Mpumalanga",97
"9",2021-11-27,9,0.143484478201239,"Omicron","067b58d8","South Africa","Mpumalanga",97
"10",2021-11-28,10,0.160371498834268,"Omicron","067b58d8","South Africa","Mpumalanga",89
"11",2021-11-29,11,0.162463167646019,"Omicron","067b58d8","South Africa","Mpumalanga",53
"12",2021-11-30,12,0.189825056824652,"Omicron","067b58d8","South Africa","Mpumalanga",138
"13",2021-12-01,13,0.227734773256499,"Omicron","067b58d8","South Africa","Mpumalanga",375
"14",2021-12-02,14,0.250817127334593,"Omicron","067b58d8","South Africa","Mpumalanga",452
"15",2021-12-03,15,0.278299227044251,"Omicron","067b58d8","South Africa","Mpumalanga",661
"16",2021-12-04,16,0.291879149452203,"Omicron","067b58d8","South Africa","Mpumalanga",743
"17",2021-12-05,17,0.26049936634464,"Omicron","067b58d8","South Africa","Mpumalanga",387
"18",2021-12-06,18,0.236421368489224,"Omicron","067b58d8","South Africa","Mpumalanga",339
"19",2021-12-07,19,0.224256866521607,"Omicron","067b58d8","South Africa","Mpumalanga",545
"20",2021-12-08,20,0.215795061988497,"Omicron","067b58d8","South Africa","Mpumalanga",1103
"21",2021-12-09,21,0.199646293095666,"Omicron","067b58d8","South Africa","Mpumalanga",1146
"22",2021-12-10,22,0.16923047610473,"Omicron","067b58d8","South Africa","Mpumalanga",958
"23",2021-12-11,23,0.143168403870963,"Omicron","067b58d8","South Africa","Mpumalanga",978
"24",2021-12-12,24,0.143168403870963,"Omicron","067b58d8","South Africa","Mpumalanga",NA
"25",2021-12-13,25,0.111493738910242,"Omicron","067b58d8","South Africa","Mpumalanga",617
"26",2021-12-14,26,0.117258100033766,"Omicron","067b58d8","South Africa","Mpumalanga",1088
"27",2021-12-15,27,0.117258100033766,"Omicron","067b58d8","South Africa","Mpumalanga",NA
"28",2021-12-16,28,0.0689614983627898,"Omicron","067b58d8","South Africa","Mpumalanga",1104
"29",2021-12-17,29,-0.0202521087352215,"Omicron","067b58d8","South Africa","Mpumalanga",2
"30",2021-12-18,30,-0.0405034172287335,"Omicron","067b58d8","South Africa","Mpumalanga",622
"31",2021-12-19,31,-0.0220706138948839,"Omicron","067b58d8","South Africa","Mpumalanga",921
"32",2021-12-20,32,-0.0404266208090515,"Omicron","067b58d8","South Africa","Mpumalanga",338
"33",2021-12-21,33,-0.0352630132395198,"Omicron","067b58d8","South Africa","Mpumalanga",562
"34",2021-12-22,34,-0.0163904226118318,"Omicron","067b58d8","South Africa","Mpumalanga",1114
"35",2021-12-23,35,-0.0206803766265016,"Omicron","067b58d8","South Africa","Mpumalanga",836
"36",2021-12-24,36,-0.0263855109151841,"Omicron","067b58d8","South Africa","Mpumalanga",755
"37",2021-12-25,37,-0.0347255959302358,"Omicron","067b58d8","South Africa","Mpumalanga",646
"38",2021-12-26,38,-0.0731356428295389,"Omicron","067b58d8","South Africa","Mpumalanga",225
"39",2021-12-27,39,-0.0784241010937272,"Omicron","067b58d8","South Africa","Mpumalanga",264
"40",2021-11-17,1,0.0722191293008687,"Omicron","1f606999","South Africa","Limpopo",38
"41",2021-11-18,2,0.0779566182337107,"Omicron","1f606999","South Africa","Limpopo",19
"42",2021-11-19,3,0.0720694943054433,"Omicron","1f606999","South Africa","Limpopo",16
"43",2021-11-20,4,0.0806405536423841,"Omicron","1f606999","South Africa","Limpopo",22
"44",2021-11-21,5,0.0637062440074007,"Omicron","1f606999","South Africa","Limpopo",7
"45",2021-11-22,6,0.065989208790292,"Omicron","1f606999","South Africa","Limpopo",9
"46",2021-11-23,7,0.065989208790292,"Omicron","1f606999","South Africa","Limpopo",NA
"47",2021-11-24,8,0.0816708741362035,"Omicron","1f606999","South Africa","Limpopo",27
"48",2021-11-25,9,0.128925555551132,"Omicron","1f606999","South Africa","Limpopo",75
"49",2021-11-26,10,0.156998818509299,"Omicron","1f606999","South Africa","Limpopo",86
"50",2021-11-27,11,0.160021467603162,"Omicron","1f606999","South Africa","Limpopo",60
"51",2021-11-28,12,0.161113603692551,"Omicron","1f606999","South Africa","Limpopo",51
"52",2021-11-29,13,0.160558025262184,"Omicron","1f606999","South Africa","Limpopo",33
"53",2021-11-30,14,0.227940232197952,"Omicron","1f606999","South Africa","Limpopo",206
"54",2021-12-01,15,0.241538744498039,"Omicron","1f606999","South Africa","Limpopo",271
"55",2021-12-02,16,0.260930736428364,"Omicron","1f606999","South Africa","Limpopo",419
"56",2021-12-03,17,0.269022496313149,"Omicron","1f606999","South Africa","Limpopo",497
"57",2021-12-04,18,0.282446867038999,"Omicron","1f606999","South Africa","Limpopo",637
"58",2021-12-05,19,0.258574512059178,"Omicron","1f606999","South Africa","Limpopo",361
"59",2021-12-06,20,0.223202110968808,"Omicron","1f606999","South Africa","Limpopo",186
"60",2021-12-07,21,0.212209538946727,"Omicron","1f606999","South Africa","Limpopo",406
"61",2021-12-08,22,0.202849793247194,"Omicron","1f606999","South Africa","Limpopo",858
"62",2021-12-09,23,0.196399164975445,"Omicron","1f606999","South Africa","Limpopo",1056
"63",2021-12-10,24,0.172932745375748,"Omicron","1f606999","South Africa","Limpopo",921
"64",2021-12-11,25,0.130736926732791,"Omicron","1f606999","South Africa","Limpopo",553
"65",2021-12-12,26,0.130736926732791,"Omicron","1f606999","South Africa","Limpopo",NA
"66",2021-12-13,27,0.0907771116770974,"Omicron","1f606999","South Africa","Limpopo",328
"67",2021-12-14,28,0.0994284533012549,"Omicron","1f606999","South Africa","Limpopo",748
"68",2021-12-15,29,0.0994284533012549,"Omicron","1f606999","South Africa","Limpopo",NA
"69",2021-12-16,30,0.048139459662329,"Omicron","1f606999","South Africa","Limpopo",687
"70",2021-12-17,31,-0.0273440596582228,"Omicron","1f606999","South Africa","Limpopo",7
"71",2021-12-18,32,-0.0404768397265343,"Omicron","1f606999","South Africa","Limpopo",498
"72",2021-12-19,33,-0.0307459345819013,"Omicron","1f606999","South Africa","Limpopo",573
"73",2021-12-20,34,-0.0368742200984596,"Omicron","1f606999","South Africa","Limpopo",256
"74",2021-12-21,35,-0.00467689035120733,"Omicron","1f606999","South Africa","Limpopo",603
"75",2021-12-22,36,0.00253489994513635,"Omicron","1f606999","South Africa","Limpopo",827
"76",2021-12-23,37,0.00164551989294075,"Omicron","1f606999","South Africa","Limpopo",763
"77",2021-12-24,38,-0.00400157606687816,"Omicron","1f606999","South Africa","Limpopo",697
"78",2021-12-25,39,-0.0213106385850858,"Omicron","1f606999","South Africa","Limpopo",487
"79",2021-11-24,1,0.0195542639662646,"Omicron","32e8e3dd","South Africa","Western Cape",61
"80",2021-11-25,2,0.0525239054383514,"Omicron","32e8e3dd","South Africa","Western Cape",98
"81",2021-11-26,3,0.0888944286487956,"Omicron","32e8e3dd","South Africa","Western Cape",139
"82",2021-11-27,4,0.105899046775964,"Omicron","32e8e3dd","South Africa","Western Cape",121
"83",2021-11-28,5,0.129589441257442,"Omicron","32e8e3dd","South Africa","Western Cape",148
"84",2021-11-29,6,0.153509431245906,"Omicron","32e8e3dd","South Africa","Western Cape",119
"85",2021-11-30,7,0.19889942312438,"Omicron","32e8e3dd","South Africa","Western Cape",275
"86",2021-12-01,8,0.229493268018757,"Omicron","32e8e3dd","South Africa","Western Cape",626
"87",2021-12-02,9,0.24684832259941,"Omicron","32e8e3dd","South Africa","Western Cape",727
"88",2021-12-03,10,0.264982625698135,"Omicron","32e8e3dd","South Africa","Western Cape",957
"89",2021-12-04,11,0.267244769327453,"Omicron","32e8e3dd","South Africa","Western Cape",1017
"90",2021-12-05,12,0.253439919319088,"Omicron","32e8e3dd","South Africa","Western Cape",807
"91",2021-12-06,13,0.221131954254069,"Omicron","32e8e3dd","South Africa","Western Cape",356
"92",2021-12-07,14,0.215429656879329,"Omicron","32e8e3dd","South Africa","Western Cape",805
"93",2021-12-08,15,0.210695694526051,"Omicron","32e8e3dd","South Africa","Western Cape",1899
"94",2021-12-09,16,0.204703184904159,"Omicron","32e8e3dd","South Africa","Western Cape",2195
"95",2021-12-10,17,0.189811026553922,"Omicron","32e8e3dd","South Africa","Western Cape",2069
"96",2021-12-11,18,0.160063779234417,"Omicron","32e8e3dd","South Africa","Western Cape",1534
"97",2021-12-12,19,0.160063779234417,"Omicron","32e8e3dd","South Africa","Western Cape",NA
"98",2021-12-13,20,0.152346472457635,"Omicron","32e8e3dd","South Africa","Western Cape",1464
"99",2021-12-14,21,0.183723681473733,"Omicron","32e8e3dd","South Africa","Western Cape",3144
"100",2021-12-15,22,0.183723681473733,"Omicron","32e8e3dd","South Africa","Western Cape",NA
"101",2021-12-16,23,0.14248391858943,"Omicron","32e8e3dd","South Africa","Western Cape",3655
"102",2021-12-17,24,0.0600652824558499,"Omicron","32e8e3dd","South Africa","Western Cape",1
"103",2021-12-18,25,0.0494842973212761,"Omicron","32e8e3dd","South Africa","Western Cape",2959
"104",2021-12-19,26,0.0475585425142289,"Omicron","32e8e3dd","South Africa","Western Cape",2852
"105",2021-12-20,27,0.0423271374049985,"Omicron","32e8e3dd","South Africa","Western Cape",1630
"106",2021-12-21,28,0.0685208970946761,"Omicron","32e8e3dd","South Africa","Western Cape",3324
"107",2021-12-22,29,0.0631937314597482,"Omicron","32e8e3dd","South Africa","Western Cape",4611
"108",2021-12-23,30,0.056798584806966,"Omicron","32e8e3dd","South Africa","Western Cape",4597
"109",2021-12-24,31,0.0541769787737303,"Omicron","32e8e3dd","South Africa","Western Cape",4637
"110",2021-12-25,32,0.0385507812192876,"Omicron","32e8e3dd","South Africa","Western Cape",3749
"111",2021-12-26,33,-0.0020231394753595,"Omicron","32e8e3dd","South Africa","Western Cape",1571
"112",2021-12-27,34,-0.0411381906299487,"Omicron","32e8e3dd","South Africa","Western Cape",645
"113",2021-12-28,35,-0.0375847578468492,"Omicron","32e8e3dd","South Africa","Western Cape",1819
"114",2021-12-29,36,-0.0566210351726736,"Omicron","32e8e3dd","South Africa","Western Cape",1964
"115",2021-12-30,37,-0.0453691641388896,"Omicron","32e8e3dd","South Africa","Western Cape",3331
"116",2021-12-31,38,-0.0350937952909442,"Omicron","32e8e3dd","South Africa","Western Cape",3121
"117",2022-01-01,39,-0.0360587179060313,"Omicron","32e8e3dd","South Africa","Western Cape",2522
"118",2021-11-24,1,0.000706428507144717,"Omicron","4a1c930e","South Africa","Eastern Cape",20
"119",2021-11-25,2,0.0301757177217236,"Omicron","4a1c930e","South Africa","Eastern Cape",29
"120",2021-11-26,3,0.0432681648583811,"Omicron","4a1c930e","South Africa","Eastern Cape",25
"121",2021-11-27,4,0.0496687199556414,"Omicron","4a1c930e","South Africa","Eastern Cape",22
"122",2021-11-28,5,0.059963668702938,"Omicron","4a1c930e","South Africa","Eastern Cape",20
"123",2021-11-29,6,0.0648998246886998,"Omicron","4a1c930e","South Africa","Eastern Cape",11
"124",2021-11-30,7,0.112142099953334,"Omicron","4a1c930e","South Africa","Eastern Cape",64
"125",2021-12-01,8,0.155891116783685,"Omicron","4a1c930e","South Africa","Eastern Cape",114
"126",2021-12-02,9,0.206121004964385,"Omicron","4a1c930e","South Africa","Eastern Cape",194
"127",2021-12-03,10,0.257029418645642,"Omicron","4a1c930e","South Africa","Eastern Cape",292
"128",2021-12-04,11,0.2802054607268,"Omicron","4a1c930e","South Africa","Eastern Cape",315
"129",2021-12-05,12,0.268896494367821,"Omicron","4a1c930e","South Africa","Eastern Cape",192
"130",2021-12-06,13,0.23570774658347,"Omicron","4a1c930e","South Africa","Eastern Cape",78
"131",2021-12-07,14,0.247374711500528,"Omicron","4a1c930e","South Africa","Eastern Cape",391
"132",2021-12-08,15,0.250549571737745,"Omicron","4a1c930e","South Africa","Eastern Cape",593
"133",2021-12-09,16,0.263429882095189,"Omicron","4a1c930e","South Africa","Eastern Cape",941
"134",2021-12-10,17,0.264992290423085,"Omicron","4a1c930e","South Africa","Eastern Cape",1040
"135",2021-12-11,18,0.234504837417436,"Omicron","4a1c930e","South Africa","Eastern Cape",679
"136",2021-12-12,19,0.289562900985575,"Omicron","4a1c930e","South Africa","Eastern Cape",2050
"137",2021-12-13,20,0.247768276187592,"Omicron","4a1c930e","South Africa","Eastern Cape",606
"138",2021-12-14,21,0.247035728800858,"Omicron","4a1c930e","South Africa","Eastern Cape",1738
"139",2021-12-15,22,0.247035728800858,"Omicron","4a1c930e","South Africa","Eastern Cape",NA
"140",2021-12-16,23,0.186103507201783,"Omicron","4a1c930e","South Africa","Eastern Cape",1583
"141",2021-12-17,24,0.0902080793388984,"Omicron","4a1c930e","South Africa","Eastern Cape",0
"142",2021-12-18,25,0.0748113499852442,"Omicron","4a1c930e","South Africa","Eastern Cape",1566
"143",2021-12-19,26,0.0635478195752135,"Omicron","4a1c930e","South Africa","Eastern Cape",1301
"144",2021-12-20,27,0.0391865818882235,"Omicron","4a1c930e","South Africa","Eastern Cape",651
"145",2021-12-21,28,0.0394220951838713,"Omicron","4a1c930e","South Africa","Eastern Cape",1442
"146",2021-12-22,29,0.050705819652328,"Omicron","4a1c930e","South Africa","Eastern Cape",2327
"147",2021-12-23,30,0.0583457229842272,"Omicron","4a1c930e","South Africa","Eastern Cape",2459
"148",2021-12-24,31,0.0533359001500087,"Omicron","4a1c930e","South Africa","Eastern Cape",2102
"149",2021-12-25,32,0.0358195485339323,"Omicron","4a1c930e","South Africa","Eastern Cape",1719
"150",2021-12-26,33,-0.0140694095493422,"Omicron","4a1c930e","South Africa","Eastern Cape",523
"151",2021-12-27,34,-0.0393896243491643,"Omicron","4a1c930e","South Africa","Eastern Cape",523
"152",2021-12-28,35,-0.0537672789934269,"Omicron","4a1c930e","South Africa","Eastern Cape",791
"153",2021-12-29,36,-0.0651853797501453,"Omicron","4a1c930e","South Africa","Eastern Cape",943
"154",2021-12-30,37,-0.0477129774561718,"Omicron","4a1c930e","South Africa","Eastern Cape",1559
"155",2021-12-31,38,-0.0361550946723542,"Omicron","4a1c930e","South Africa","Eastern Cape",1414
"156",2022-01-01,39,-0.0361430130283767,"Omicron","4a1c930e","South Africa","Eastern Cape",1170
"157",2021-11-26,1,0.0500176691165704,"Omicron","7c86d0a9","South Africa","Free State",51
"158",2021-11-27,2,0.0681505077316542,"Omicron","7c86d0a9","South Africa","Free State",35
"159",2021-11-28,3,0.0786631513730035,"Omicron","7c86d0a9","South Africa","Free State",25
"160",2021-11-29,4,0.0888250032353216,"Omicron","7c86d0a9","South Africa","Free State",21
"161",2021-11-30,5,0.136599823469074,"Omicron","7c86d0a9","South Africa","Free State",71
"162",2021-12-01,6,0.179336072606152,"Omicron","7c86d0a9","South Africa","Free State",138
"163",2021-12-02,7,0.231829776938642,"Omicron","7c86d0a9","South Africa","Free State",251
"164",2021-12-03,8,0.267584846564457,"Omicron","7c86d0a9","South Africa","Free State",296
"165",2021-12-04,9,0.282357539716585,"Omicron","7c86d0a9","South Africa","Free State",327
"166",2021-12-05,10,0.277488803453633,"Omicron","7c86d0a9","South Africa","Free State",259
"167",2021-12-06,11,0.239030935889996,"Omicron","7c86d0a9","South Africa","Free State",115
"168",2021-12-07,12,0.239253574264609,"Omicron","7c86d0a9","South Africa","Free State",352
"169",2021-12-08,13,0.239566073574161,"Omicron","7c86d0a9","South Africa","Free State",657
"170",2021-12-09,14,0.247602400788045,"Omicron","7c86d0a9","South Africa","Free State",1008
"171",2021-12-10,15,0.236549533017695,"Omicron","7c86d0a9","South Africa","Free State",915
"172",2021-12-11,16,0.213880267944267,"Omicron","7c86d0a9","South Africa","Free State",850
"173",2021-12-12,17,0.274808897844829,"Omicron","7c86d0a9","South Africa","Free State",1935
"174",2021-12-13,18,0.227528276007555,"Omicron","7c86d0a9","South Africa","Free State",647
"175",2021-12-14,19,0.22093128234006,"Omicron","7c86d0a9","South Africa","Free State",1404
"176",2021-12-15,20,0.22093128234006,"Omicron","7c86d0a9","South Africa","Free State",NA
"177",2021-12-16,21,0.140433199565759,"Omicron","7c86d0a9","South Africa","Free State",1298
"178",2021-12-17,22,0.0293181189699318,"Omicron","7c86d0a9","South Africa","Free State",1
"179",2021-12-18,23,0.0107166768341727,"Omicron","7c86d0a9","South Africa","Free State",1060
"180",2021-12-19,24,0.0164492327310529,"Omicron","7c86d0a9","South Africa","Free State",1104
"181",2021-12-20,25,-0.0181812999752118,"Omicron","7c86d0a9","South Africa","Free State",404
"182",2021-12-21,26,-0.00913347644082067,"Omicron","7c86d0a9","South Africa","Free State",930
"183",2021-12-22,27,-0.00680458843472124,"Omicron","7c86d0a9","South Africa","Free State",1249
"184",2021-12-23,28,0.0103046892205452,"Omicron","7c86d0a9","South Africa","Free State",1582
"185",2021-12-24,29,-0.00898415591652471,"Omicron","7c86d0a9","South Africa","Free State",954
"186",2021-12-25,30,-0.0338384622047698,"Omicron","7c86d0a9","South Africa","Free State",759
"187",2021-12-26,31,-0.08314630257045,"Omicron","7c86d0a9","South Africa","Free State",273
"188",2021-12-27,32,-0.117531746653114,"Omicron","7c86d0a9","South Africa","Free State",185
"189",2021-12-28,33,-0.13262492825586,"Omicron","7c86d0a9","South Africa","Free State",258
"190",2021-12-29,34,-0.125598913352771,"Omicron","7c86d0a9","South Africa","Free State",487
"191",2021-12-30,35,-0.0988983764711533,"Omicron","7c86d0a9","South Africa","Free State",675
"192",2021-12-31,36,-0.077939241460883,"Omicron","7c86d0a9","South Africa","Free State",584
"193",2022-01-01,37,-0.0682779760487326,"Omicron","7c86d0a9","South Africa","Free State",489
"194",2022-01-02,38,-0.0848031654553167,"Omicron","7c86d0a9","South Africa","Free State",215
"195",2022-01-03,39,-0.0944291607036391,"Omicron","7c86d0a9","South Africa","Free State",151
"196",2021-11-24,1,0.00269788947539728,"Omicron","8db651f9","South Africa","KwaZulu-Natal",44
"197",2021-11-25,2,0.0360169499015311,"Omicron","8db651f9","South Africa","KwaZulu-Natal",68
"198",2021-11-26,3,0.0831024657784459,"Omicron","8db651f9","South Africa","KwaZulu-Natal",108
"199",2021-11-27,4,0.110580875348639,"Omicron","8db651f9","South Africa","KwaZulu-Natal",110
"200",2021-11-28,5,0.129468216653887,"Omicron","8db651f9","South Africa","KwaZulu-Natal",102
"201",2021-11-29,6,0.136783900370321,"Omicron","8db651f9","South Africa","KwaZulu-Natal",63
"202",2021-11-30,7,0.194832991321419,"Omicron","8db651f9","South Africa","KwaZulu-Natal",259
"203",2021-12-01,8,0.241198186975008,"Omicron","8db651f9","South Africa","KwaZulu-Natal",476
"204",2021-12-02,9,0.273269636299494,"Omicron","8db651f9","South Africa","KwaZulu-Natal",631
"205",2021-12-03,10,0.305141022718712,"Omicron","8db651f9","South Africa","KwaZulu-Natal",899
"206",2021-12-04,11,0.312392848637668,"Omicron","8db651f9","South Africa","KwaZulu-Natal",1002
"207",2021-12-05,12,0.283788717573611,"Omicron","8db651f9","South Africa","KwaZulu-Natal",687
"208",2021-12-06,13,0.266668002616185,"Omicron","8db651f9","South Africa","KwaZulu-Natal",635
"209",2021-12-07,14,0.268643388306977,"Omicron","8db651f9","South Africa","KwaZulu-Natal",1396
"210",2021-12-08,15,0.254417904100412,"Omicron","8db651f9","South Africa","KwaZulu-Natal",1986
"211",2021-12-09,16,0.248992410858585,"Omicron","8db651f9","South Africa","KwaZulu-Natal",2757
"212",2021-12-10,17,0.224990605060785,"Omicron","8db651f9","South Africa","KwaZulu-Natal",2506
"213",2021-12-11,18,0.198100751061838,"Omicron","8db651f9","South Africa","KwaZulu-Natal",2571
"214",2021-12-12,19,0.198100751061838,"Omicron","8db651f9","South Africa","KwaZulu-Natal",NA
"215",2021-12-13,20,0.198129573833178,"Omicron","8db651f9","South Africa","KwaZulu-Natal",2715
"216",2021-12-14,21,0.214409246090553,"Omicron","8db651f9","South Africa","KwaZulu-Natal",5168
"217",2021-12-15,22,0.214409246090553,"Omicron","8db651f9","South Africa","KwaZulu-Natal",NA
"218",2021-12-16,23,0.154065884611331,"Omicron","8db651f9","South Africa","KwaZulu-Natal",5134
"219",2021-12-17,24,0.0388299572160109,"Omicron","8db651f9","South Africa","KwaZulu-Natal",1
"220",2021-12-18,25,0.0315762029586133,"Omicron","8db651f9","South Africa","KwaZulu-Natal",4203
"221",2021-12-19,26,0.0359395172430586,"Omicron","8db651f9","South Africa","KwaZulu-Natal",4136
"222",2021-12-20,27,0.0294924949469733,"Omicron","8db651f9","South Africa","KwaZulu-Natal",2496
"223",2021-12-21,28,0.0339719898249367,"Omicron","8db651f9","South Africa","KwaZulu-Natal",4011
"224",2021-12-22,29,0.035089338629914,"Omicron","8db651f9","South Africa","KwaZulu-Natal",5414
"225",2021-12-23,30,0.0298886362210391,"Omicron","8db651f9","South Africa","KwaZulu-Natal",5241
"226",2021-12-24,31,0.0229381831402967,"Omicron","8db651f9","South Africa","KwaZulu-Natal",4830
"227",2021-12-25,32,-0.00350735572652013,"Omicron","8db651f9","South Africa","KwaZulu-Natal",3602
"228",2021-12-26,33,-0.0579366713445272,"Omicron","8db651f9","South Africa","KwaZulu-Natal",1459
"229",2021-12-27,34,-0.0911402926663613,"Omicron","8db651f9","South Africa","KwaZulu-Natal",1007
"230",2021-12-28,35,-0.0913059170211725,"Omicron","8db651f9","South Africa","KwaZulu-Natal",1990
"231",2021-12-29,36,-0.0897768927574608,"Omicron","8db651f9","South Africa","KwaZulu-Natal",2522
"232",2021-12-30,37,-0.06276583993446,"Omicron","8db651f9","South Africa","KwaZulu-Natal",3461
"233",2021-12-31,38,-0.0487622182965447,"Omicron","8db651f9","South Africa","KwaZulu-Natal",2936
"234",2022-01-01,39,-0.0442916636483374,"Omicron","8db651f9","South Africa","KwaZulu-Natal",2573
"235",2021-11-19,1,0.0119587350544589,"Omicron","a9e84ac5","South Africa","Northern Cape",58
"236",2021-11-20,2,0.0948113559826475,"Omicron","a9e84ac5","South Africa","Northern Cape",106
"237",2021-11-21,3,0.0691110901316057,"Omicron","a9e84ac5","South Africa","Northern Cape",17
"238",2021-11-22,4,0.0394508461841713,"Omicron","a9e84ac5","South Africa","Northern Cape",6
"239",2021-11-23,5,0.0394508461841713,"Omicron","a9e84ac5","South Africa","Northern Cape",NA
"240",2021-11-24,6,0.0207505277308207,"Omicron","a9e84ac5","South Africa","Northern Cape",18
"241",2021-11-25,7,0.0130979858414605,"Omicron","a9e84ac5","South Africa","Northern Cape",28
"242",2021-11-26,8,0.0114079417610906,"Omicron","a9e84ac5","South Africa","Northern Cape",33
"243",2021-11-27,9,0.0114688644648468,"Omicron","a9e84ac5","South Africa","Northern Cape",31
"244",2021-11-28,10,0.00744283150252882,"Omicron","a9e84ac5","South Africa","Northern Cape",22
"245",2021-11-29,11,-0.000547863716271623,"Omicron","a9e84ac5","South Africa","Northern Cape",10
"246",2021-11-30,12,0.00765022740247229,"Omicron","a9e84ac5","South Africa","Northern Cape",18
"247",2021-12-01,13,0.0165136158994018,"Omicron","a9e84ac5","South Africa","Northern Cape",36
"248",2021-12-02,14,0.0394740553971503,"Omicron","a9e84ac5","South Africa","Northern Cape",81
"249",2021-12-03,15,0.0595658004247775,"Omicron","a9e84ac5","South Africa","Northern Cape",93
"250",2021-12-04,16,0.0788428804478073,"Omicron","a9e84ac5","South Africa","Northern Cape",101
"251",2021-12-05,17,0.0771851363947947,"Omicron","a9e84ac5","South Africa","Northern Cape",49
"252",2021-12-06,18,0.0753197394114928,"Omicron","a9e84ac5","South Africa","Northern Cape",36
"253",2021-12-07,19,0.102029954118246,"Omicron","a9e84ac5","South Africa","Northern Cape",88
"254",2021-12-08,20,0.113053200702506,"Omicron","a9e84ac5","South Africa","Northern Cape",135
"255",2021-12-09,21,0.122119698652637,"Omicron","a9e84ac5","South Africa","Northern Cape",188
"256",2021-12-10,22,0.128505254865742,"Omicron","a9e84ac5","South Africa","Northern Cape",211
"257",2021-12-11,23,0.1359429400547,"Omicron","a9e84ac5","South Africa","Northern Cape",235
"258",2021-12-12,24,0.176888925110065,"Omicron","a9e84ac5","South Africa","Northern Cape",499
"259",2021-12-13,25,0.170496713469676,"Omicron","a9e84ac5","South Africa","Northern Cape",191
"260",2021-12-14,26,0.197339041518252,"Omicron","a9e84ac5","South Africa","Northern Cape",331
"261",2021-12-15,27,0.197339041518252,"Omicron","a9e84ac5","South Africa","Northern Cape",NA
"262",2021-12-16,28,0.180992732898502,"Omicron","a9e84ac5","South Africa","Northern Cape",509
"263",2021-12-17,29,0.121098463116935,"Omicron","a9e84ac5","South Africa","Northern Cape",0
"264",2021-12-18,30,0.11427657163836,"Omicron","a9e84ac5","South Africa","Northern Cape",447
"265",2021-12-19,31,0.099432602889261,"Omicron","a9e84ac5","South Africa","Northern Cape",330
"266",2021-12-20,32,0.0908891258622456,"Omicron","a9e84ac5","South Africa","Northern Cape",283
"267",2021-12-21,33,0.108954715749301,"Omicron","a9e84ac5","South Africa","Northern Cape",400
"268",2021-12-22,34,0.101061023769595,"Omicron","a9e84ac5","South Africa","Northern Cape",505
"269",2021-12-23,35,0.0771977991590815,"Omicron","a9e84ac5","South Africa","Northern Cape",400
"270",2021-12-24,36,0.0686583620451276,"Omicron","a9e84ac5","South Africa","Northern Cape",570
"271",2021-12-25,37,0.0595032408656595,"Omicron","a9e84ac5","South Africa","Northern Cape",511
"272",2021-12-26,38,0.0248721726525835,"Omicron","a9e84ac5","South Africa","Northern Cape",172
"273",2021-12-27,39,-0.0107194728671871,"Omicron","a9e84ac5","South Africa","Northern Cape",66
"274",2021-11-15,1,0.000398680149459221,"Omicron","b3329eb8","South Africa","North West",9
"275",2021-11-16,2,0.00217832640774549,"Omicron","b3329eb8","South Africa","North West",12
"276",2021-11-17,3,0.0309719176879119,"Omicron","b3329eb8","South Africa","North West",34
"277",2021-11-18,4,0.0233649629022875,"Omicron","b3329eb8","South Africa","North West",19
"278",2021-11-19,5,0.0616151354616124,"Omicron","b3329eb8","South Africa","North West",46
"279",2021-11-20,6,0.0591888154226478,"Omicron","b3329eb8","South Africa","North West",26
"280",2021-11-21,7,0.0758325254795036,"Omicron","b3329eb8","South Africa","North West",32
"281",2021-11-22,8,0.0570944365341293,"Omicron","b3329eb8","South Africa","North West",7
"282",2021-11-23,9,0.0570944365341293,"Omicron","b3329eb8","South Africa","North West",NA
"283",2021-11-24,10,0.0674407863636567,"Omicron","b3329eb8","South Africa","North West",40
"284",2021-11-25,11,0.135444456855971,"Omicron","b3329eb8","South Africa","North West",132
"285",2021-11-26,12,0.153101340523711,"Omicron","b3329eb8","South Africa","North West",105
"286",2021-11-27,13,0.166387075661912,"Omicron","b3329eb8","South Africa","North West",116
"287",2021-11-28,14,0.16853128455933,"Omicron","b3329eb8","South Africa","North West",91
"288",2021-11-29,15,0.164168897800112,"Omicron","b3329eb8","South Africa","North West",55
"289",2021-11-30,16,0.200845147182184,"Omicron","b3329eb8","South Africa","North West",210
"290",2021-12-01,17,0.215166311741951,"Omicron","b3329eb8","South Africa","North West",356
"291",2021-12-02,18,0.233475019272196,"Omicron","b3329eb8","South Africa","North West",499
"292",2021-12-03,19,0.268319330118315,"Omicron","b3329eb8","South Africa","North West",789
